text,speaker,season,episode,scene,utterance,emotion
"I'm just sayin' if dogs do experience jet lag, then, because of the whole um, seven dog years to one human year thing, then, when a dog flies from New York to Los Angeles, he doesn't just lose three hours, he loses like a week and a half.",Ross Geller,1,14,9,1,Neutral
That's funny. Who are they?,Kristin,1,14,9,3,Joyful
"The blond woman is my ex-wife, and the woman touching her is her... close, personal friend.",Ross Geller,1,14,9,4,Neutral
You mean they're lovers.,Kristin,1,14,9,5,Neutral
If you wanna put a label on it.,Ross Geller,1,14,9,6,Neutral
"Wow, uh, anything else I should know?",Kristin,1,14,9,7,Scared
"Nope, nope, that's it.",Ross Geller,1,14,9,8,Neutral
"Oh, and she's pregnant with my baby. I always forget that part. Helloo!",Ross Geller,1,14,9,10,Neutral
"Ok, so now we need, um sage branches and the sacramental wine.",Phoebe Buffay,1,14,10,1,Neutral
"All I have is, is oregano and a Fresca.",Monica Geller,1,14,10,2,Neutral
"Um, that's ok! Ok. All right. Now we need the semen of a righteous man.",Phoebe Buffay,1,14,10,3,Neutral
"Ok, Pheebs, you know what, if we had that, we wouldn't be doing the ritual in the first place.",Rachel Green,1,14,10,4,Neutral
Can we just start throwing things in?,Monica Geller,1,14,10,5,Neutral
"Ok, yeah, ok. Oh, OK.",Phoebe Buffay,1,14,10,6,Neutral
"Ok, Barry's letters. Adam Ritter's boxer shorts.",Rachel Green,1,14,10,7,Neutral
"Ok, and I have the, uh receipt for my dinner with Nokululu Oon Ah Ah.",Phoebe Buffay,1,14,10,8,Neutral
"Look, here's a picture of Scotty Jared naked.",Monica Geller,1,14,10,9,Joyful
Hey he's wearing a sweater.,Rachel Green,1,14,10,10,Neutral
No.,Monica Geller,1,14,10,11,Neutral
Eww!,,1,14,10,12,Scared
And here we have the last of Paulo's grappa.,Rachel Green,1,14,10,13,Neutral
"Hey, Rachel, isn't that stuff almost pure...",Monica Geller,1,14,10,14,Scared
How can I dump this woman on Valentine's day?,Chandler Bing,1,14,11,1,Scared
I don't know. You dumped her on New Year's.,Joey Tribbiani,1,14,11,2,Neutral
"Oh, man. In my next life, I'm coming back as a toilet brush.",Chandler Bing,1,14,11,3,Neutral
"Hello, funny Valentine.",Janice Litman Goralnik,1,14,11,5,Neutral
"Hi, Just Janice.",Chandler Bing,1,14,11,6,Neutral
"Hello, Joey, our little matchmaker. I could just kiss you all over, and I'm gonna!",Janice Litman Goralnik,1,14,11,7,Joyful
"If you don't do it, I will.",Joey Tribbiani,1,14,11,9,Neutral
"So, um, what do you do for a living?",Ross Geller,1,14,12,1,Neutral
"Well, um, for the past few years I've been working.. ...which is funny because, that wasn't even my major.",Kristin,1,14,12,2,Neutral
Oh no. I thought you said they could shoot the spot without you.,Carol Willick,1,14,12,3,Joyful
I thought they could...I'll try to get back as soon as I can. I'm sorry.,Susan Bunch,1,14,12,4,Sad
"Now that is funny. Hey, do you think...would it be too weird if I invited Carol over to join us? 'Cause she's, she's alone now, and pregnant, and, and sad.",Ross Geller,1,14,12,5,Scared
I guess.,Kristin,1,14,12,6,Peaceful
Are you sure? Great. Carol? Wanna come over and join us?,Ross Geller,1,14,12,7,Joyful
"Oh, no no no. I'm fine. I'm fine.",Carol Willick,1,14,12,8,Joyful
"Come on. These people'll scooch down. You guys'll scooch, won't you? Let's try scooching! Come on. Come on. Uh, Kristen Riggs, this is Carol Willick. Carol, Kristin. Uh, Carol teaches sixth grade. And, Kristin, Kristin... ...does something that, funnily enough, wasn't even her major!",Ross Geller,1,14,12,9,Joyful
What do we got there?,Fireman No. 1,1,14,13,1,Neutral
"A piece of something: boxer shorts, greeting cards, and what looks like a half-charred pictureWow, that guy's hairier than the Chief!",Fireman No. 2,1,14,13,2,Joyful
"You know, it's a really funny story how this happened.",Monica Geller,1,14,13,3,Joyful
It's all right. It's all right. You don't have to explain. This isn't the first boyfriend bonfire that we've seen get out of control.,Fireman No. 3,1,14,13,4,Peaceful
You're our third call tonight.,Fireman No. 1,1,14,13,5,Peaceful
Really?,Rachel Green,1,14,13,6,Joyful
"Oh, sure, Valentine's is our busiest night of the year.",Fireman No. 2,1,14,13,7,Joyful
I brought you something.,Janice Litman Goralnik,1,14,14,1,Neutral
"Is it loaded? Oh, little candy hearts. Chan and Jan Forever.",Chandler Bing,1,14,14,2,Joyful
I had them made special.,Janice Litman Goralnik,1,14,14,3,Joyful
"Ok, Janice. Janice. Hey, Janice. Look, there's no way for me to tell you this. At least there's no new way for me to tell you this. I just don't things are gonna work out.",Chandler Bing,1,14,14,4,Scared
That's fine.,Janice Litman Goralnik,1,14,14,5,Neutral
It is?,Chandler Bing,1,14,14,6,Joyful
Mmm-hmm. Because I know that this isn't the end.,Janice Litman Goralnik,1,14,14,7,Powerful
"Oh no, you see, actually it is.",Chandler Bing,1,14,14,8,Joyful
"No, it isn't, because you won't let that happen. Don't you know it yet? You love me, Chandler Bing.",Janice Litman Goralnik,1,14,14,9,Neutral
"Oh, no I don't.",Chandler Bing,1,14,14,10,Powerful
Well then ask yourself this. Why do you think we keep ending up together? New Year's? Who invited who? Valentine's? Who asked who into whose bed?,Janice Litman Goralnik,1,14,14,11,Powerful
"I did, but...",Chandler Bing,1,14,14,12,Peaceful
"You seek me out. Something deep in your soul calls out to me like a foghorn. Janice, Janice. You want me. You need me. You can't live without me. And you know it. You just don't know you know it. See ya.",Janice Litman Goralnik,1,14,14,13,Powerful
Call me!,Chandler Bing,1,14,14,15,Neutral
It's not true. I never called your mother a wolverine.,Carol Willick,1,14,15,1,Neutral
"You did so. I swear, I swear How long has she been in the bathroom?",Ross Geller,1,14,15,2,Mad
"Uh, I don't think she's in the bathroom. Her coat is gone.",Carol Willick,1,14,15,3,Scared
Well maybe it's cold in there. Or maybe I screwed up the first date I had in 9 years.,Ross Geller,1,14,15,4,Neutral
That could be it.,Carol Willick,1,14,15,5,Neutral
"Oh, god. You know, this is still pretty hot.",Ross Geller,1,14,15,6,Neutral
"Mushroom. Smile. They won't all be like this. Some women might even stay through dinner. Sorry, that's not funny",Carol Willick,1,14,15,7,Neutral
"No, it's just...you know the whole ""getting on with your life"" thing. Well, do I have to? I mean, I'm sitting here with this cute woman, and, and, and she's perfectly nice, and, but that there's, that's it. And um, and then I'm here talkin' to you, and, and it's easy, and it's fun, and, and I don't, I don't have to...You know, here's a wacky thought. Um, what's say you and I give it another shot? No no no, I know what you're gonna say, you're a lesbian. But what do you say we just put that aside for now you know? Let's just stick a pin in it, ok? Because, we're great together, you know. You can't deny it. Besides, you're carrying my baby. I mean, how perfect is that? But see, you know, you keep sayin' that, but there's somethin' right here. I love you.",Ross Geller,1,14,15,8,Peaceful
"Oh, I love you too. But...",Carol Willick,1,14,15,10,Neutral
"No but, no but.",Ross Geller,1,14,15,11,Scared
"You know that thing you put over here with the pin in it? It's time to take the pin out. You'll find someone, I know you will. The right woman is just waiting for you.",Carol Willick,1,14,15,12,Neutral
"That's easy for you to say, you found one already.",Ross Geller,1,14,15,13,Neutral
All you need is a woman who likes men and you'll be set.,Carol Willick,1,14,15,14,Neutral
Not her.,Carol Willick,1,14,15,16,Neutral
"We get off around midnight, why don't we pick you up then?",Fireman No. 3,1,14,16,1,Neutral
"So, um, will you bring the truck?",Rachel Green,1,14,16,2,Neutral
I'll even let you ring the bell.,Fireman No. 3,1,14,16,3,Joyful
"Oh, my god.",Rachel Green,1,14,16,4,Joyful
"See, there you go, the cleansing works!",Phoebe Buffay,1,14,16,5,Joyful
They're nice guys.,Monica Geller,1,14,16,6,Joyful
"Oh, they're firemen guys.",Rachel Green,1,14,16,7,Joyful
Coffee.,Rachel Green,1,15,1,1,Neutral
Thank you.,Joey Tribbiani,1,15,1,2,Neutral
Cappuccino.,Rachel Green,1,15,1,3,Neutral
Grazie.,Ross Geller,1,15,1,4,Neutral
And a nice hot cider for Monica.,Rachel Green,1,15,1,5,Neutral
"Aww, thank you. Uh Rach?",Monica Geller,1,15,1,6,Scared
Yeah?,Rachel Green,1,15,1,7,Neutral
Why does my cinamon stick have an eraser?,Monica Geller,1,15,1,8,Neutral
Oh! That's why. I'm sorry!,Rachel Green,1,15,1,9,Neutral
"OK, try this salmon mousse.",Monica Geller,1,15,6,1,Joyful
Mmmm. Good.,Joey Tribbiani,1,15,6,2,Joyful
Is it better than the other salmon mousse?,Monica Geller,1,15,6,3,Joyful
It's creamier.,Joey Tribbiani,1,15,6,4,Peaceful
"Yeah, well, is that better?",Monica Geller,1,15,6,5,Mad
"I don't know. We're talking about whipped fish, Monica. I'm just happy I'm keeping it down, y'know?",Joey Tribbiani,1,15,6,6,Joyful
My God! What happened to you?,Rachel Green,1,15,6,8,Scared
"Eight and a half hours of aptitude tests, intelligence tests, personality tests... and what do I learn? ""You are ideally suited for a career in data processing for a large multinational corporation.""",Chandler Bing,1,15,6,9,Mad
That's so great! 'Cause you already know how to do that!,Phoebe Buffay,1,15,6,10,Joyful
"Can you believe it? I mean, don't I seem like somebody who should be doing something really cool? You know, I just always pictured myself doing something...something.",Chandler Bing,1,15,6,11,Mad
"Oh Chandler, I know, I know... oh, hey! You can see your nipples through this shirt!",Rachel Green,1,15,6,12,Joyful
"Here you go, maybe this'll cheer you up.",Monica Geller,1,15,6,13,Peaceful
"Ooh, you know, I had a grape about five hours ago, so I'd better split this with you.",Chandler Bing,1,15,6,14,Mad
It's supposed to be that small. It's a pre-appetizer. The French call it an amouz-bouche.,Monica Geller,1,15,6,15,Joyful
Well.... it is amouz-ing...,Chandler Bing,1,15,6,16,Joyful
"Hello? Oh, hi Wendy! Yeah, eight o'clock. What did we say? Ten dollars an hour?... OK, great. All right, I'll see you then. Bye.",Monica Geller,1,15,6,18,Joyful
Ten dollars an hour for what?,Phoebe Buffay,1,15,6,19,Neutral
"Oh, I asked one of the waitresses at work if she'd help me out.",Monica Geller,1,15,6,20,Neutral
Waitressing?,Rachel Green,1,15,6,21,Mad
Uh-oh.,Joey Tribbiani,1,15,6,22,Neutral
Well... of course I thought of you! But... but...,Monica Geller,1,15,6,23,Sad
"But, but?",Rachel Green,1,15,6,24,Mad
"But, you see, it's just... this night has to go just perfect, you know? And, well, Wendy's more of a... professional waitress.",Monica Geller,1,15,6,25,Mad
Oh! I see. And I've sort of been maintaining my amateur status so that I can waitress in the Olympics.,Rachel Green,1,15,6,26,Mad
"You know, I don't mean to brag, but I waited tables at Innsbruck in '76. Amouz-bouche?",Chandler Bing,1,15,6,27,Joyful
Talk to me.,Celia,1,15,7,1,Neutral
"OK.... um, a weird thing happened to me on the train this morning...",Ross Geller,1,15,7,2,Scared
No no no. Talk... dirty.,Celia,1,15,7,3,Joyful
"Wha... what, here?",Ross Geller,1,15,7,4,Scared
Yes...,Celia,1,15,7,5,Neutral
Ah....,Ross Geller,1,15,7,6,Neutral
Say something..... hot.,Celia,1,15,7,7,Neutral
Er.... um.....,Ross Geller,1,15,7,8,Scared
What?,Celia,1,15,7,9,Neutral
Um... uh.... vulva.,Ross Geller,1,15,7,10,Joyful
Well?,Chandler Bing,1,15,9,1,Neutral
"Wow! It's huge! It's so much bigger than the cubicle. Oh, this is a cube.",Phoebe Buffay,1,15,9,2,Joyful
Look at this!,Chandler Bing,1,15,9,3,Joyful
Oh! You have a window!,Phoebe Buffay,1,15,9,4,Joyful
Yes indeedy! With a beautiful view of...,Chandler Bing,1,15,9,5,Joyful
Oh look! That guy's peeing!,Phoebe Buffay,1,15,9,6,Joyful
"OK, that's enough of the view. Check this out, look at this. Sit down, sit down.",Chandler Bing,1,15,9,7,Joyful
OK.,Phoebe Buffay,1,15,9,8,Neutral
"This is great! Helen, could you come in here for a moment?",Chandler Bing,1,15,9,9,Powerful
"Thank you Helen, that'll be all.",Chandler Bing,1,15,9,11,Neutral
"Last time I do that, I promise.",Chandler Bing,1,15,9,13,Mad
"Wendy, we had a deal! Yeah, you promised! Wendy! Wendy! Wendy!",Monica Geller,1,15,10,1,Mad
Who was that?,Rachel Green,1,15,10,2,Neutral
Wendy bailed. I have no waitress.,Monica Geller,1,15,10,3,Mad
Oh... that's too bad. Bye bye.,Rachel Green,1,15,10,4,Neutral
Ten dollars an hour.,Monica Geller,1,15,10,5,Neutral
No.,Rachel Green,1,15,10,6,Neutral
Twelve dollars an hour.,Monica Geller,1,15,10,7,Neutral
"Mon. I wish I could, but I've made plans to walk around.",Rachel Green,1,15,10,8,Neutral
"You know, Rachel, when you ran out of your wedding, I was there for you. I put a roof over your head, and if that means nothing to you... twenty dollars an hour.",Monica Geller,1,15,10,9,Scared
Done.,Rachel Green,1,15,10,10,Neutral
What a tool!,Joey Tribbiani,1,15,12,1,Mad
You don't want to work for a guy like that.,Rachel Green,1,15,12,2,Powerful
Yeah!,Ross Geller,1,15,12,3,Powerful
"I know... it's just... I thought this was, you know... it.",Monica Geller,1,15,12,4,Sad
"Look, you'll get there. You're an amazing chef.",Ross Geller,1,15,12,5,Powerful
Yeah! You know all those yummy noises? I wasn't faking.,Phoebe Buffay,1,15,12,6,Joyful
"So, er... how did it go with Celia?",Joey Tribbiani,1,15,12,8,Scared
"Oh, I was unbelievable.",Ross Geller,1,15,12,9,Powerful
"All right, Ross!",Joey Tribbiani,1,15,12,10,Powerful
"I was the James Michener of dirty talk. It was the most elaborate filth you have ever heard. I mean, there were characters, plot lines, themes, a motif... at one point there were villagers.",Ross Geller,1,15,12,11,Joyful
Whoa! And the... huh-huh?,Joey Tribbiani,1,15,12,12,Joyful
"Well, ahem... you know, by the time we'd finished with all the dirty talk, it was kinda late... and we were both kind of exhausted, so uh...",Ross Geller,1,15,12,13,Scared
You cuddled.,Joey Tribbiani,1,15,12,14,Joyful
"Yeah, which was nice.",Ross Geller,1,15,12,15,Joyful
You guys wanna try and catch a late movie or something?,Phoebe Buffay,1,15,12,16,Neutral
"Maybe, but shouldn't we wait for Chandler?",Rachel Green,1,15,12,17,Neutral
"Yeah, where the hell is he?",Joey Tribbiani,1,15,12,18,Scared
How's this?,Phoebe Buffay,1,15,14,1,Neutral
Eeeee!,Steve (drug addict),1,15,14,2,Joyful
Sorry. How about over here?,Phoebe Buffay,1,15,14,3,Neutral
Aaaaah!,Steve (drug addict),1,15,14,4,Joyful
"See, that just means it's working. Does this hurt?",Phoebe Buffay,1,15,14,5,Neutral
No.,Steve (drug addict),1,15,14,6,Neutral
What about this?,Phoebe Buffay,1,15,14,7,Neutral
Aaaaahhh!!,Steve (drug addict),1,15,14,8,Mad
There you go!,Phoebe Buffay,1,15,14,9,Neutral
"This is unbelievable. Its been like a half an hour. If this was a cartoon, youd be looking like a ham right about now.",Chandler Bing,1,16,1,1,Mad
"Theres the waitress. Excuse me, Miss. Hello, Miss?",Joey Tribbiani,1,16,1,3,Neutral
Its Phoebe! Hi!,Chandler Bing,1,16,1,5,Joyful
"Hi. Okay, will that be all?",Ursula,1,16,1,7,Neutral
"Wait, wait! Wh-what are you doing here?",Chandler Bing,1,16,1,8,Peaceful
"Yeah, um, I was over there, then you said, ""Excuse me, hello Miss,"" so now Im here.",Ursula,1,16,1,9,Neutral
"No, no... how come you are working here?",Joey Tribbiani,1,16,1,10,Neutral
"Right, yeah, cause its close to where I live, and the aprons are really cute.",Ursula,1,16,1,11,Neutral
Can we start over?,Chandler Bing,1,16,1,12,Neutral
Yeah. Okay great. Im gonna be over here.,Ursula,1,16,1,13,Neutral
"No, no, no!",,1,16,1,14,Mad
"Hi, were the Rostins. Err, Im J.C., and hes Michael, and were having a boy, and a girl.",Woman,1,16,3,1,Neutral
"Good for you. Alrighty, next?",Teacher,1,16,3,2,Powerful
"Hi, um, Im err, Im Ross Geller, and err ah... ..thats, thats my boy in there, and uh, this is Carol Willick, and this... is Susan Bunch. Susan is um Carols, just, com... ..whos next?",Ross Geller,1,16,3,3,Scared
"Im sorry, I didnt get... Susan is?",Teacher,1,16,3,4,Neutral
"Susan is Carols, Carols, Carols, friend...",Ross Geller,1,16,3,5,Scared
Life partner.,Carol Willick,1,16,3,6,Neutral
Like buddies.,Ross Geller,1,16,3,7,Neutral
Like lovers.,Susan Bunch,1,16,3,8,Neutral
You know how close women can get.,Ross Geller,1,16,3,9,Neutral
Susan and I live together.,Carol Willick,1,16,3,11,Neutral
Although I was married to her.,Ross Geller,1,16,3,12,Joyful
"Carol, not me.",Susan Bunch,1,16,3,13,Neutral
"Err, right.",Ross Geller,1,16,3,14,Scared
Its a little complicated.,Carol Willick,1,16,3,15,Neutral
A little.,Ross Geller,1,16,3,16,Neutral
But were fine.,Susan Bunch,1,16,3,17,Neutral
"Absolutely. So, twins... hah! Thats like two births. Ouch.",Ross Geller,1,16,3,18,Powerful
"And to you too, Helen.",Chandler Bing,1,16,4,2,Mad
Nina Bookbinder is here to see you.,Helen,1,16,4,3,Neutral
"Oh, okay. Send her in.",Chandler Bing,1,16,4,4,Neutral
Hi.,Nina Bookbinder,1,16,4,6,Neutral
"Hi, Nina. Come on in.",Chandler Bing,1,16,4,7,Neutral
You wanted to see me?,Nina Bookbinder,1,16,4,8,Neutral
"Uh, Yes. Yes. Ive just been going over your data here, and little thing, youve been post-dating your Friday numbers.",Chandler Bing,1,16,4,9,Mad
"Which is bad, because?",Nina Bookbinder,1,16,4,10,Neutral
"Well, it throws my WENUS out of whack.",Chandler Bing,1,16,4,11,Mad
Your... excuse me?,Nina Bookbinder,1,16,4,12,Neutral
WENUS. Weekly Estimated Net...,Chandler Bing,1,16,4,13,Neutral
"Oh, Net Usage Statistics, right. Gotcha, gotcha. Wont happen again. I wouldnt want to do anything to hurt your... ""wenus.""",Nina Bookbinder,1,16,4,14,Neutral
Sorry.,Ross Geller,1,16,6,1,Sad
"Hi. Sorry Im late. Wheres, wheres Carol?",Ross Geller,1,16,6,2,Neutral
Stuck at school. Some parent-teacher thing. You can go. I'll get the information.,Susan Bunch,1,16,6,3,Neutral
"No... No... No. I think I should stay, I think we should both know whats going on.",Ross Geller,1,16,6,4,Powerful
"Oh, good. Thisll be fun.",Susan Bunch,1,16,6,5,Joyful
"Alrighty. Were gonna start with some basic third stage breathing exercises, so Mummies, why dont you get on your back? And... coaches, you should be supporting Mummys head.",Teacher,1,16,6,6,Neutral
What? What? What?,,1,16,6,8,Scared
I am supposed to be the mommy?,Susan Bunch,1,16,6,9,Scared
"Okay, I'm gonna play my sperm card one more time.",Ross Geller,1,16,6,10,Neutral
