text,speaker,season,episode,scene,utterance
"Uh, hey, Dr. Greene, why don't you come with me, we'll put your jacket on Rachel's bed.",Joey Tribbiani,2,22,3,17
"Alright, that sounds like a two person job.",Leonard Green,2,22,3,18
"Well, my goodness, what was that?",Sandra Green,2,22,3,19
"Sandra, I am so sorry, I thought you were Rachel and we just weren't ready for you yet.",Monica Geller,2,22,3,20
You thought I was Rachel?,Sandra Green,2,22,3,21
"Yes because uh, you look so young.",Chandler Bing,2,22,3,22
"And because you're both, you know, white women.",Phoebe Buffay,2,22,3,23
"Oh, I missed you kids. Well, should I put my coat in the bedroom?",Sandra Green,2,22,3,24
"NO! No, I'll take that for ya.",Chandler Bing,2,22,3,25
"Oh well thank you. Such a gentleman. Thank you. Ahh, it all looks so nice, so festive, all the balloons... The funniest thing happened to me on the way here. I was...",Sandra Green,2,22,3,26
"Ha-ha, that's great, ha-ha. I can't wait to hear the rest of it, ya know, but I really have to go to the bathroom so... Hey, come with me. Yeah, yeah, it'll be like we're gal pals, ya know, like at a restraunt. Oh, it'll be fun, c'mon.",Phoebe Buffay,2,22,3,27
"Oh my God, oh my God, oh my God.",Monica Geller,2,22,3,28
"Ok, think, what would Jack and Chrissy do?",Chandler Bing,2,22,3,29
"Ok, now that your coat is safely in the bedr-, oh, ok we can come back out in the living room.",Joey Tribbiani,2,22,3,30
"So uh, Joey and Chanlder, I, I think it's time that you take Dr. Greene over to your place.",Monica Geller,2,22,3,31
"Uhh, yes, absdolutely, um. Why again?",Chandler Bing,2,22,3,32
Because that's where the party is you goon. See this is just the staging area.,Monica Geller,2,22,3,33
Right this is staging.,Joey Tribbiani,2,22,3,34
"Yeah, this more than anything else, is the staging area.",Chandler Bing,2,22,3,35
This is clearly in the wrong apartment.,Joey Tribbiani,2,22,3,36
[Scene: Later on in the hallway between the apartments. Chandler is showing people to the parties.],Scene Directions,2,22,4,1
"Alright you guys are off to party number one and you, you are off to party number two Alright fellas, let's keep it movin', let' keep it movin.",Chandler Bing,2,22,4,2
Chandler could you at least send some women to my party? Alright that's Ross.,Monica Geller,2,22,4,3
"Ok, they're coming, shhh.",Chandler Bing,2,22,4,4
"Ohh, thank you for the wonderful dinner.",Rachel Green,2,22,4,5
Thanks for being born.,Ross Geller,2,22,4,6
"Ohh, thank you for my beautiul earrings, they're perfect. I love you.",Rachel Green,2,22,4,7
"Oh, now you can exchange them if you want, ok.",Ross Geller,2,22,4,8
Now I love you even more.,Rachel Green,2,22,4,9
Surprise.,#ALL#,2,22,4,10
"Oh my gosh, wow. Monica. Oh my god. Mom. This is so great.",Rachel Green,2,22,4,11
Happy birthday sweetie.,Sandra Green,2,22,4,12
"Wow you, you. I had no idea.",Rachel Green,2,22,4,13
Really?,Ross Geller,2,22,4,14
"No, I knew.",Rachel Green,2,22,4,15
All right.,Ross Geller,2,22,4,16
"Ok, everybody, there's food and drinks on the table. Go across the hall.",Monica Geller,2,22,4,17
What?,Ross Geller,2,22,4,18
What?,Rachel Green,2,22,4,19
"Right now, Joey and Chandler's, go now.",Monica Geller,2,22,4,20
Why.,Rachel Green,2,22,4,21
Just go.,Monica Geller,2,22,4,22
Surprise.,#ALL#,2,22,4,23
Happy birthday sweetpea.,Leonard Green,2,22,4,24
Daddy.,Rachel Green,2,22,4,25
"Both of them are here, both of them, both of them are here?",Rachel Green,2,22,4,26
"Well, we could count again.",Chandler Bing,2,22,4,27
I can't believe this is happening.,Rachel Green,2,22,4,28
"You know what, this is ridiculous, ok. This is your birthday, this is your party. I say we just put 'em all together and if they can't deal with it, who cares.",Ross Geller,2,22,4,29
I do.,Rachel Green,2,22,4,30
That's who.,Ross Geller,2,22,4,31
"Look, are you gonna be ok?",Chandler Bing,2,22,4,32
"Well, I have to be, I don't really have a choice, I mean, you know, I could look at the bright side, I get two birthday parties and two birthday cakes.",Rachel Green,2,22,4,33
"Well, actually just one birthday flan.",Chandler Bing,2,22,4,34
What?,Rachel Green,2,22,4,35
"It's a traditional Mexican custard dessert...Look talk to Monica, she's on the food committee.",Chandler Bing,2,22,4,36
[Time lapse. Chandler runs out of the bathroom.],Scene Directions,2,22,5,1
"Joey, Joey. Hey, some girl just walked up to me and said, 'I want you Dennis,' and stuck her tounge down my throat. I love this party.",Chandler Bing,2,22,5,2
Quick volleyball question.,Joey Tribbiani,2,22,5,3
Volleyball.,Chandler Bing,2,22,5,4
"Yeah, we set up a court in your room. Uh, you didn't really like that grey lamp, did you?",Joey Tribbiani,2,22,5,5
"Joey, a woman just stuck her tounge down my throat, I'm not even listening to you.",Chandler Bing,2,22,5,6
Dennis.,Girl's Voice,2,22,5,7
"Ok, that's me.",Chandler Bing,2,22,5,8
"Listen honey, can you keep dad occupied, I'm gonna go talk to mom for a while.",Rachel Green,2,22,5,9
"Ok, do you have any ideas for any openers?",Ross Geller,2,22,5,10
"Uhh, let's just stay clear of 'I'm the guy that's doing you daughter' and you should be ok.",Rachel Green,2,22,5,11
"Ok people, I want you to take a piece of paper, here you go, and write down your most embarassing memory. Oh, and I do ask that when you're not using the markers, you put the caps back on them because they will dry out.",Monica Geller,2,22,5,12
"Hi Dr. Greene. So, uh, how's everything in the uh, vascular surgery....game?",Ross Geller,2,22,5,13
"It's not a game Ross, a woman died on my table today.",Leonard Green,2,22,5,14
I'm sorry. See that's the good thing about my job. All the dinosaurs on my table are already dead.,Ross Geller,2,22,5,15
"Listen you guys, I don't mean to be a pain about this but, um, I've noticed that some of you are just placing them on. You wanna push the caps until you hear them click. Gunther, where're you going?",Monica Geller,2,22,5,16
"I um, was sorta thinking about maybe...",Gunther,2,22,5,17
"No. No you can't go. No this is fun. Come on we're just getting started. Here, here's your marker.",Monica Geller,2,22,5,18
"Listen if you wanna go, just go.",Phoebe Buffay,2,22,5,19
"No, she'll yell at me again.",Gunther,2,22,5,20
"Alright, I can get you out.",Phoebe Buffay,2,22,5,21
What?,Gunther,2,22,5,22
"Shh. In a minute, I'm gonna create a diversion. When I do, walk quickly to the door and don't look back.",Phoebe Buffay,2,22,5,23
I think I need a drink.,Leonard Green,2,22,5,24
"Oh, here, I, I'll get it for ya. Whad'ya want?",Ross Geller,2,22,5,25
Scotch.,Leonard Green,2,22,5,26
"Scotch. Alright, I'll be back in 10 seconds with your scotch on the rocks in a glass.",Ross Geller,2,22,5,27
Neat.,Leonard Green,2,22,5,28
Cool.,Ross Geller,2,22,5,29
"No no no, no no no, neat, as in no rocks.",Leonard Green,2,22,5,30
I know.,Ross Geller,2,22,5,31
"Oh hello Ross, where have you been?",Leonard Green,2,22,5,32
"Hi. Uh, I have been in the bathroom. Stay clear of the salmon mousse.",Ross Geller,2,22,5,33
"Oh, scotch neat. Ya know, that's Rachel's father's drink.",Sandra Green,2,22,5,34
"Oh, mine too. Isn't that neat, scotch neat. Would you excuse me? Hey, hey, where you uh, sneakin off to mister?",Ross Geller,2,22,5,35
I'm getting my cigarettes out of my jacket.,Leonard Green,2,22,5,36
No. no.,Ross Geller,2,22,5,37
Whad'ya mean no?,Leonard Green,2,22,5,38
"No, um, see 'cause that, that is, that is the staging area. If you go in there, it'll ruin the whole illusion of the party. Yeah, I think you take your scotch back in there and I will get your cigarettes for you sir.",Ross Geller,2,22,5,39
Get my glasses too.,Leonard Green,2,22,5,40
All righty roo. What a great moment to say that for the first time.,Ross Geller,2,22,5,41
"Ok, the first person's most embarassing memory is, 'Monica, your party sucks.' Very funny.",Monica Geller,2,22,5,42
"Oh no, ooh, ooh, did somebody forget to use a coaster?",Phoebe Buffay,2,22,5,43
What? I don't see anything.,Monica Geller,2,22,5,44
"Great, I'm seeing water rings again.",Phoebe Buffay,2,22,5,45
"Ross, whose glasses are those?",Judy Geller,2,22,5,46
Mine.,Ross Geller,2,22,5,47
You wear bi-focals?,Sandra Green,2,22,5,48
"Um-hmm. I have a condition, apparently, that I require two different sets of focals.",Ross Geller,2,22,5,49
Did you know my husband has glasses just like that?,Sandra Green,2,22,5,50
Well those are very popular frames.,Rachel Green,2,22,5,51
Neil Sedaka wears them.,Ross Geller,2,22,5,52
I hear you can get people out of here.,Guy,2,22,5,53
"Rachel, you didn't tell me your boyfriend smoked.",Sandra Green,2,22,5,54
"Yeah, like a chimney.",Rachel Green,2,22,5,55
"Ohh, big smoker. Big big smoker. In fact I'm gonna go ou into the hallway and fire up this bad boy.",Ross Geller,2,22,5,56
Are you wearing my glasses?,Leonard Green,2,22,5,57
Yes. I was just warming up the earpieces for you.,Ross Geller,2,22,5,58
Thank you. Is that one of my cigarettes?,Leonard Green,2,22,5,59
"Yeah, yes it is, I was just moistening the tip.",Ross Geller,2,22,5,60
"Ok, ok, she's taking the trash out so I can get you out of here but it has to be now, she'll be back any minute.",Phoebe Buffay,2,22,5,61
What about my friend Victor?,Girl 1,2,22,5,62
"No, only the three of you, any more than that and she'll get suspicious.",Phoebe Buffay,2,22,5,63
"Alright, let me just get my coat.",Girl 1,2,22,5,64
There isn't time. You must leave everything. They'll take care of you next door.,Phoebe Buffay,2,22,5,65
Is it true they have beer?,Girl 1,2,22,5,66
Everything you've heard is true.,Phoebe Buffay,2,22,5,67
"Could you guys please try to keep it down, we're trying to start a Boggle tournament.",Monica Geller,2,22,5,68
"You, and you, you're supposed to be at my party. And Gunther! What are you doing here?",Monica Geller,2,22,5,69
Um,Gunther,2,22,5,70
"Ok, welcome to the fu-oh.",Phoebe Buffay,2,22,5,71
Phoebe.,Monica Geller,2,22,5,72
"Alright, I'm sorry but these people needed me. They work hard all week, it's Saturday night, they deserve to have a little fun. Go.",Phoebe Buffay,2,22,5,73
"Ya know, my party is fun. I mean, maybe it's a little quieter, less obvious sorta fun but, you know, if people would just give it a chance...",Monica Geller,2,22,5,74
You want me to see a therapist?,Rachel Green,2,22,5,75
"Sweetheart, you obviously have a problem. You've chosen a boyfriend exactly like your father.",Sandra Green,2,22,5,76
"Ok mom, you know what, fine, I'll make an appointment ok, but you know what, right now, I gotta go, I gotta go do a thing.",Rachel Green,2,22,5,77
Did you know your mother spent $1200 dollars on bansai trees. I felt like Gulliver around that place.,Leonard Green,2,22,5,78
"Daddy, daddy, you know what, I really wanna hear more about this, I really do, but I just have, I just have to do a, some stuff.",Rachel Green,2,22,5,79
You work and you work and you work at a marriage but all he cares about is his stupid boat.,Sandra Green,2,22,5,80
You work and you work and you work on a boat...,Leonard Green,2,22,5,81
He always ridiculed my pottery classs...,Sandra Green,2,22,5,82
...and you sand it and you varnish it...,Leonard Green,2,22,5,83
"...but when all is said and done, he still drinks out of the mugs.",Sandra Green,2,22,5,84
...and her yoga and her Bridges of Madison County...,Leonard Green,2,22,5,85
...the scotch and the cigarettes...,Sandra Green,2,22,5,86
...and the bansai's and the chiuaua...,Leonard Green,2,22,5,87
...I may have only been in therapy for three weeks now dear but...,Sandra Green,2,22,5,88
...what the hell does she want with half a boat...,Leonard Green,2,22,5,89
[Scene: The hallway after the party. Rachel is sitting there.],Scene Directions,2,22,6,1
"Ok, ok, you can be shirts and I'll be skins. I'll be skins. Hey, how you holdin' up there, tiger? Oh, sorry, when my parents were getting divorced I got a lot of tigers. Got a lot of champs, chiefs, sports, I even got a governor.",Chandler Bing,2,22,6,2
"This is it, isn't it? I mean, this is what my life is gonna be like. My mom there, my dad there. Thanksgiving, Christmas. She gets the house, he's in some condo my sister's gonna decorate with wicker. Oh, Chandler how did you get through this?",Rachel Green,2,22,6,3
"Well, I relied on a carefully regimented program of denial and, and wetting the bed.",Chandler Bing,2,22,6,4
"Ya know, I just, so weird. I mean I was in there just listening to them bitch about each other and all I kept thinking about was the fourth of July.",Rachel Green,2,22,6,5
Becasue it reminded you of the way our forefathers used to bitch at each other?,Chandler Bing,2,22,6,6
"It's just this thing. Every year we would go out on my dad's boat and watch the fireworks. Mom always hated it because the ocean air made her hair all big. My sister Jill would be throwing up over the side and my dad would be upset becasue nobody was helping and then when we did help he would scream at us for doing it wrong. But then when the fireworks started, everybody just shut up, you know, and it'd get really cold, and we would all just sort of smush under this one blanket. It never occured to anybody to bring another one. And now it's just...",Rachel Green,2,22,6,7
"I, I know.",Chandler Bing,2,22,6,8
[Scene: Monica's party. She is seeing off the last of the guests.],Scene Directions,2,22,7,1
"Ok, thanks for coming, I hope you guys had fun.",Monica Geller,2,22,7,2
"Alright, Monica dear, I'm gonna hit the road. Now I've left my 10 verbs on the table. And you be sure and send me that finished poem.",Sandra Green,2,22,7,3
Ok will do. So glad you came.,Monica Geller,2,22,7,4
I think I saw Rachel out in the hall.,Sandra Green,2,22,7,5
"Ok, let me go check. Your mom want's to say goodbye.",Monica Geller,2,22,7,6
Oh ok.,Rachel Green,2,22,7,7
Happy birthday sweetie.,Sandra Green,2,22,7,8
Ok.,Rachel Green,2,22,7,9
"Ahh, you drive safe.",Joey Tribbiani,2,22,7,10
"Ross, what're you doing.",Sandra Green,2,22,7,11
I'm getting ready for the water skiing. How are you doing?,Ross Geller,2,22,7,12
"Well, uh, Dr. Greene, where are you going?",Chandler Bing,2,22,7,13
To get my coat.,Leonard Green,2,22,7,14
No no no.,Guys,2,22,7,15
"Alright, alright, I can get my own coat.",Leonard Green,2,22,7,16
"Sorry, we're on a major flan high.",Chandler Bing,2,22,7,17
"Oh no, you're not supposed to be here. This is the staging area, you should, it's all wrong, you should leave, ya know, get out. Or perhaps you'd like a creme d'menthe.",Phoebe Buffay,2,22,7,18
"I have to be heading to my chateau, thank you.",Leonard Green,2,22,7,19
"Oh all right, then I guess we're going back into the hallway.",Phoebe Buffay,2,22,7,20
"Thanks for coming Mrs. Greene. Well, ok, you take care.",Joey Tribbiani,2,22,7,21
"Oh, you kids Well, this is the best party I've been to in years.",Sandra Green,2,22,7,22
Thank you.,Monica Geller,2,22,7,23
[Scene: Monica and Rachel's apartment. Close up of the flan on the table with birthday candles.],Scene Directions,2,22,8,1
"Ok everybody, it's time for flan.",Monica Geller,2,22,8,2
"Yup, get ready for the gelatenous fun.",Chandler Bing,2,22,8,3
Kinda looks like that stuff you get when you get a bad infection.,Joey Tribbiani,2,22,8,4
"Ok, that's enough.",Monica Geller,2,22,8,5
"Ok Rachel, make a special flan wish.",Phoebe Buffay,2,22,8,6
"Ok, I've got one. Wow, those things almost never come true.",Rachel Green,2,22,8,7
"[Scene: Chandler and Joey's, Chandler is sitting reading a book and hears the bed in Joey's room creaking, and does a 'Oh no, not again' look on his face.]",Scene Directions,3,3,1,1
WHOAA!!,Joey Tribbiani,3,3,1,2
"See Joe, that's why your parents told you not to jump on the bed.",Chandler Bing,3,3,1,3
"[Scene: Monica and Rachel's, Ross and Rachel are entering]",Scene Directions,3,3,2,1
"Hey, look at me. I'm making jam, been at it since 4 o'clock this morning.",Monica Geller,3,3,2,2
Where'd you get fruit at four in the morning?,Ross Geller,3,3,2,3
Went down to the docks. Bet ya didn't know you could get it wholesale.,Monica Geller,3,3,2,4
I didn't know there were docks.,Rachel Green,3,3,2,5
[Joey and Chandler enter],Scene Directions,3,3,2,6
Hey.,Joey Tribbiani,3,3,2,7
Hey.,Chandler Bing,3,3,2,8
"Aww, is it broken?",Ross Geller,3,3,2,9
"No, I gotta wear this thing for a couple weeks.",Joey Tribbiani,3,3,2,10
